image_name,question,answer
3b52a6f5.jpg,What is the main color of the necklace,white
3b52a6f5.jpg,What is the primary jewelry type shown,necklace
3b52a6f5.jpg,What is the shape of the pendant,q
3b52a6f5.jpg,What letter is depicted on the pendant,q
3b52a6f5.jpg,What type of metal is mentioned in the description,silver
3b540fba.jpg,What is attached to one side of the pillow,string
3b540fba.jpg,What is the main color of the pillow,grey
3b540fba.jpg,What is the pillow's apparent material,fabric
3b540fba.jpg,What is the shape of the pillow,u
3b540fba.jpg,What type of valve is visible,plastic
3b5a735a.jpg,How many shelves are visible inside the cabinet,three
3b5a735a.jpg,What is the color of the sliding door insert,black
3b5a735a.jpg,What is the main color of the cabinet,white
3b5a735a.jpg,What is the style of the cabinet's hardware,barn
3b5a735a.jpg,What material is the sliding door made of,wood
3b5e077a.jpg,How many armrests does the loveseat have,two
3b5e077a.jpg,Is the seat deep or shallow,deep
3b5e077a.jpg,What is the main material of the loveseat,teak
3b5e077a.jpg,What is the overall shape of the back rest,rectangular
3b5e077a.jpg,What is the predominant color of the loveseat,brown
3b6bdb73.jpg,How many feet does the cooktop have,four
3b6bdb73.jpg,What is the main color of the cooktop,black
3b6bdb73.jpg,What is the overall shape of the cooktop,rectangular
3b6bdb73.jpg,What is the shape of the cooking surface,round
3b6bdb73.jpg,What type of control panel does it have,touch
3b8117b2.jpg,Does the fabric appear smooth or rough,rough
3b8117b2.jpg,Is the fabric color uniform,yes
3b8117b2.jpg,What is the main color shown,beige
3b8117b2.jpg,What is the overall pattern of the fabric,textured
3b8117b2.jpg,What is the texture of the fabric,woven
3b959e7e.jpg,What is the main color of the shoe,tan
3b959e7e.jpg,What is the sole color,black
3b959e7e.jpg,What is the style of the shoe,oxford
3b959e7e.jpg,What material are the shoes seemingly made of,leather
3b959e7e.jpg,What type of closure does the shoe have,laces
3b9a0404.jpg,What is the main color of the lock,black
3b9a0404.jpg,What is the type of lock shown,deadbolt
3b9a0404.jpg,What is the visible metal finish of the internal components,brass
3b9a0404.jpg,What shape is the lock's main body,round
3b9a0404.jpg,What type of keyhole is shown,single
3ba556b6.jpg,How many tables are in the set,two
3ba556b6.jpg,What is the main color of the frames,black
3ba556b6.jpg,What is the overall style of the tables,modern
3ba556b6.jpg,What is the shape of the tabletops,round
3ba556b6.jpg,What material are the tabletops made of,glass
3baf0619.jpg,How many utensils are included in the set,two
3baf0619.jpg,What is the main shape of the bowl,round
3baf0619.jpg,What is the overall color of the set,brown
3baf0619.jpg,What is the primary material of the utensils,wood
3baf0619.jpg,What type of bowl is shown,salad
3bb86edd.jpg,How many massage balls are visible in the bowl,five
3bb86edd.jpg,What is the main color of the salt lamp,pink
3bb86edd.jpg,What is the overall shape of the entire lamp,round
3bb86edd.jpg,What is the shape of the salt lamp bowl,bowl
3bb86edd.jpg,What material is the base made of,wood
3bbd0b90.jpg,How many boxes are shown in total,four
3bbd0b90.jpg,What is the main color of the box on the far left,green
3bbd0b90.jpg,What is the main color of the box on the far right,brown
3bbd0b90.jpg,What is the scent shown on the second box from the left,rose
3bbd0b90.jpg,What scent is depicted on the third box from the left,lavender
3bbf5ac4.jpg,What is the color of the sole,white
3bbf5ac4.jpg,What is the main color of the shoe,navy
3bbf5ac4.jpg,What is the pattern on the shoe,brogue
3bbf5ac4.jpg,What is the style of the laces,laces
3bbf5ac4.jpg,What type of shoe is shown,loafers
3bc0eae3.jpg,How many legs does the ottoman have,four
3bc0eae3.jpg,What is the main color of the ottoman,beige
3bc0eae3.jpg,What is the primary material of the ottoman's top,fabric
3bc0eae3.jpg,What is the shape of the ottoman,rectangular
3bc0eae3.jpg,What is the style of the ottoman's top,tufted
3bca9ba2.jpg,How many parts are shown in the image,two
3bca9ba2.jpg,What is the main color of the bottle,clear
3bca9ba2.jpg,What is the main color of the lid,black
3bca9ba2.jpg,What is the shape of the bottle,cylindrical
3bca9ba2.jpg,What material appears to be used for the bottle,plastic
3bced184.jpg,How many hooks are there in total,two
3bced184.jpg,What is the apparent material of the hooks,metal
3bced184.jpg,What is the color of the protective pads,black
3bced184.jpg,What is the main color of the hooks,white
3bced184.jpg,What is the shape of the hooks,j
3bd319cd.jpg,What color is the ottoman,beige
3bd319cd.jpg,What is the color of the sofa,brown
3bd319cd.jpg,What is the main color of the rug,blue
3bd319cd.jpg,What is the pattern on the rug,damask
3bd319cd.jpg,What is the shape of the rug,rectangle
3bd551af.jpg,How many pillowcases are shown,two
3bd551af.jpg,What is the apparent condition of the pillowcases,new
3bd551af.jpg,What is the apparent texture of the fabric,smooth
3bd551af.jpg,What is the main color of the pillowcases,white
3bd551af.jpg,What is the shape of the pillowcases,rectangular
3bd657cc.jpg,How many light bulbs are shown,six
3bd657cc.jpg,What is the apparent material of the bulb housing,plastic
3bd657cc.jpg,What is the base type of the bulb,gu5
3bd657cc.jpg,What is the main color of the bulbs,white
3bd657cc.jpg,What is the shape of each bulb,round
3bd771b5.jpg,How many earrings are shown in the image,two
3bd771b5.jpg,What is the main metal color of the earrings,yellow
3bd771b5.jpg,What is the setting style of the diamonds,prong
3bd771b5.jpg,What is the shape of the diamonds,round
3bd771b5.jpg,What is the type of diamonds used,lab
3be12664.jpg,How many horizontal bars are on the headboard,three
3be12664.jpg,What is the main color of the bed frame,black
3be12664.jpg,What is the overall shape of the headboard,rectangular
3be12664.jpg,What is the style of the bed frame,metal
3be12664.jpg,What material are the slats made of,wood
3be9b647.jpg,How many zippered compartments are visible,one
3be9b647.jpg,What color is the trim on the carrier,black
3be9b647.jpg,What is the main color of the pet carrier,blue
3be9b647.jpg,What is the primary material of the carrier,fabric
3be9b647.jpg,What is the shape of the carrier,rectangular
3bea1b2d.jpg,What is the main color of the boot,brown
3bea1b2d.jpg,What is the sole's apparent texture,rubber
3bea1b2d.jpg,What is the style of the boot's lacing,chukka
3bea1b2d.jpg,What material appears to be used for the boot,leather
3bea1b2d.jpg,What type of footwear is shown,boots
3bea3a57.jpg,What is one of the materials shown besides felt,plastic
3bea3a57.jpg,What is the main color of the felt pads,brown
3bea3a57.jpg,What is the overall arrangement of the pads,groups
3bea3a57.jpg,What is the shape of the largest pads,rectangular
3bea3a57.jpg,What is the shape of the smallest pads,square
3beb6fbb.jpg,What is the main design on the phone case,sprinkles
3beb6fbb.jpg,What is the overall shape of the case,rectangular
3beb6fbb.jpg,What is the predominant color scheme,multicolored
3beb6fbb.jpg,What kind of material appears to be depicted,plastic
3beb6fbb.jpg,What phone model is the case designed for,samsung
3bed9e53.jpg,How many doors does the cabinet have,three
3bed9e53.jpg,What is the apparent material of the cabinet,wood
3bed9e53.jpg,What is the general shape of the cabinet,rectangular
3bed9e53.jpg,What is the main color of the cabinet,white
3bed9e53.jpg,What type of handles are on the doors,recessed
3bfaabb8.jpg,How many canopies does the umbrella have,two
3bfaabb8.jpg,How many other colors are shown below the main umbrella,seven
3bfaabb8.jpg,Is the handle visible in the main image,yes
3bfaabb8.jpg,What is the main color of the umbrella shown,green
3bfaabb8.jpg,What is the shape of the umbrella when open,round
3bfebab2.jpg,How many sections does the shelf have,three
3bfebab2.jpg,Is the shelf design zig-zag or straight,zig
3bfebab2.jpg,What appears to be the material of the shelf,wood
3bfebab2.jpg,What is the main color of the shelf,walnut
3bfebab2.jpg,What is the shape of the shelf,w
3bfff190.jpg,Are the bulbs shown in a pack,yes
3bfff190.jpg,How many light bulbs are shown,six
3bfff190.jpg,What is the main color of the bulbs,white
3bfff190.jpg,What is the shape of the bulbs,a19
3bfff190.jpg,What is the type of light bulb shown,led
3c026950.jpg,How many baskets are shown in the image,four
3c026950.jpg,What is the apparent material of the baskets,plastic
3c026950.jpg,What is the main color of the baskets,blue
3c026950.jpg,What is the overall arrangement of the baskets,stacked
3c026950.jpg,What is the shape of the baskets,rectangular
3c0824e4.jpg,How many cutouts are visible on the screen protector,two
3c0824e4.jpg,What is the apparent color of the screen protector,clear
3c0824e4.jpg,What is the main color of the phone shown,black
3c0824e4.jpg,What is the shape of the screen protector,rectangular
3c0824e4.jpg,What is the type of the displayed time,digital
3c135deb.jpg,Does the bath mat appear thick or thin,thick
3c135deb.jpg,How many borders does the bath mat have,two
3c135deb.jpg,What is the main color of the bath mat,blue
3c135deb.jpg,What is the shape of the bath mat,rectangle
3c135deb.jpg,What is the texture of the bath mat,loop
3c1a616c.jpg,How many handles are visible on the cover,two
3c1a616c.jpg,What is the apparent material of the legs,metal
3c1a616c.jpg,What is the main color of the bottom part of the cover,brown
3c1a616c.jpg,What is the main color of the top part of the cover,beige
3c1a616c.jpg,What is the shape of the covered object,square
3c274863.jpg,How many levers are shown in the image,one
3c274863.jpg,What is the main color of the door lever,bronze
3c274863.jpg,What is the shape of the lever handle,curved
3c274863.jpg,What is the style of the door handle,passage
3c274863.jpg,What type of metal is visible in the interior mechanism,gold
3c275474.jpg,How many main gemstones are visibly present,ten
3c275474.jpg,What is the apparent metal type of the bracelet,gold
3c275474.jpg,What is the primary color of the gemstones in the bracelet,blue
3c275474.jpg,What is the shape of the main gemstones,oval
3c275474.jpg,What is the style of the bracelet,tennis
3c3779eb.jpg,How many glasses are shown in the image,one
3c3779eb.jpg,What is the apparent material of the glass,glass
3c3779eb.jpg,What is the main color of the glass,transparent
3c3779eb.jpg,What is the shape of the glass,oval
3c3779eb.jpg,What is the stem of the glass like,stemless
3c39e320.jpg,How many doors does the sideboard have,three
3c39e320.jpg,What color are the handles,dark
3c39e320.jpg,What is the main color of the sideboard,brown
3c39e320.jpg,What is the overall shape of the sideboard,rectangular
3c39e320.jpg,What is the primary material of the sideboard,wood
3c3cdae9.jpg,How many pendants are there,one
3c3cdae9.jpg,What is the color of the necklace,silver
3c3cdae9.jpg,What is the main shape of the pendant,circle
3c3cdae9.jpg,What is the material of the necklace,silver
3c3cdae9.jpg,What type of chain is used,box
3c3e3bd5.jpg,How many connectors are visible,two
3c3e3bd5.jpg,What is the lettering on one connector,amazonbasics
3c3e3bd5.jpg,What is the main color of the cable,white
3c3e3bd5.jpg,What is the material of the cable,plastic
3c3e3bd5.jpg,What type of connector is on the left,usb
3c48571f.jpg,How many inscriptions are visible on the bracelet,one
3c48571f.jpg,What is the color of the bracelet,silver
3c48571f.jpg,What is the primary material of the bracelet,silver
3c48571f.jpg,What is the shape of the bracelet,oval
3c48571f.jpg,What is the style of the bracelet,bangle
3c4d326f.jpg,What color is the sole,white
3c4d326f.jpg,What is the apparent material of the upper,wool
3c4d326f.jpg,What is the gender of the shoe,women
3c4d326f.jpg,What is the main color of the shoe,grey
3c4d326f.jpg,What is the style of the shoe,slip
3c511f75.jpg,Are the bulbs dimmable,no
3c511f75.jpg,How many light bulbs are shown,two
3c511f75.jpg,What is the main color of the light bulbs,blue
3c511f75.jpg,What is the shape of the light bulbs,a19
3c511f75.jpg,What is the type of bulb shown,led
3c60d5da.jpg,What is the main color of the shredder,black
3c60d5da.jpg,What is the shape of the shredder,rectangular
3c60d5da.jpg,What is the shredder's function,shredding
3c60d5da.jpg,What material appears to be the body of the shredder,plastic
3c60d5da.jpg,What type of disc is being inserted,cd
3c635481.jpg,How many lenses are there,two
3c635481.jpg,What is the color of the lenses,grey
3c635481.jpg,What is the main shape of the sunglasses frame,round
3c635481.jpg,What is the primary color of the frames,red
3c635481.jpg,What material appear to be the frames made of,plastic
3c660062.jpg,Is the sandal open or closed-toe,open
3c660062.jpg,What is the main color of the sandal,tan
3c660062.jpg,What is the sole color,black
3c660062.jpg,What is the style of the sandal,thong
3c660062.jpg,What material appears to be used for the upper,leather
3c786bf3.jpg,How many keyboards are shown in the image,one
3c786bf3.jpg,What is the main color of the keyboard,black
3c786bf3.jpg,What is the shape of the mouse,curved
3c786bf3.jpg,What type of connection does the keyboard use,wired
3c786bf3.jpg,What type of device is shown alongside the keyboard,mouse
3c7afd77.jpg,What color are the gemstones,blue
3c7afd77.jpg,What is the design of the earrings,butterfly
3c7afd77.jpg,What is the earring type,studs
3c7afd77.jpg,What is the primary metal shown,silver
3c7afd77.jpg,What is the shape of the gemstones,pear
3c7e4b06.jpg,How many legs does the chair have,four
3c7e4b06.jpg,What color is the cushion,white
3c7e4b06.jpg,What is the main color of the chair,honey
3c7e4b06.jpg,What is the material of the chair's seat,wicker
3c7e4b06.jpg,What is the style of the chair,bistro
3c854d3c.jpg,What is the apparent material of the case,plastic
3c854d3c.jpg,What is the color of the decorative swirls,gold
3c854d3c.jpg,What is the main background color,blue
3c854d3c.jpg,What is the shape of the case,rectangular
3c854d3c.jpg,What letter is prominently displayed,s
3c8d6496.jpg,How many colors are predominantly shown on the umbrella,two
3c8d6496.jpg,What is the handle material seemingly made of,plastic
3c8d6496.jpg,What is the main shape of the umbrella,circular
3c8d6496.jpg,What is the primary color on one half of the umbrella,red
3c8d6496.jpg,What is the type of opening mechanism shown,automatic
3c92ee63.jpg,What appears to be the material of the pocket square,silk
3c92ee63.jpg,What color is the border of the pocket square,turquoise
3c92ee63.jpg,What is the main color of the pocket square's pattern,turquoise
3c92ee63.jpg,What is the pattern type on the pocket square,medallion
3c92ee63.jpg,What is the shape of the pocket square,square
3c9b1ba2.jpg,How many handles are visible on each box,two
3c9b1ba2.jpg,How many storage boxes are in the set,three
3c9b1ba2.jpg,What color are the box lids,blue
3c9b1ba2.jpg,What is the main shape of the boxes,square
3c9b1ba2.jpg,What is the primary material of the boxes,fabric
3ca16779.jpg,How many fingers are depicted,two
3ca16779.jpg,What is the main color of the background,red
3ca16779.jpg,What is the overall design style,cute
3ca16779.jpg,What is the primary design feature on the fingers,faces
3ca16779.jpg,What shape is the central design element,heart
3ca993cf.jpg,How many drawers does the table have,two
3ca993cf.jpg,What is on top of the bedside table,books
3ca993cf.jpg,What is the main color of the bedside table,white
3ca993cf.jpg,What is the shape of the lampshade,round
3ca993cf.jpg,What material appears to be the bedside table,wood
3caabc9b.jpg,What color is the chair,beige
3caabc9b.jpg,What is the main color of the rug,blue
3caabc9b.jpg,What is the pattern on the rug,damask
3caabc9b.jpg,What is the primary material of the floor,wood
3caabc9b.jpg,What is the shape of the rug,round
3cbf6b2b.jpg,How many chair covers are shown,one
3cbf6b2b.jpg,What is the apparent texture of the cover,smooth
3cbf6b2b.jpg,What is the general shape of the cover,rectangular
3cbf6b2b.jpg,What is the main color of the chair cover,grey
3cbf6b2b.jpg,What type of furniture is the cover for,chair
3cc6e149.jpg,What animal is depicted on the case,cat
3cc6e149.jpg,What color is the phone case,pink
3cc6e149.jpg,What is the cat eating,strawberry
3cc6e149.jpg,What is the main design style of the case,cute
3cc6e149.jpg,What is the shape of the phone case,rectangular
3cca09d3.jpg,What color are the stones on the cross,black
3cca09d3.jpg,What is the main color of the chain,silver
3cca09d3.jpg,What is the main color of the cross,silver
3cca09d3.jpg,What is the material of the chain,metal
3cca09d3.jpg,What is the shape of the pendant,cross
3ccabec0.jpg,How many earrings are shown in the image,two
3ccabec0.jpg,What is the main color of the stones,citrine
3ccabec0.jpg,What is the setting style of the stones,checkerboard
3ccabec0.jpg,What is the shape of the citrine stones,round
3ccabec0.jpg,What type of metal is used in the setting,white
3ccd6438.jpg,What is the color of the toe cap,white
3ccd6438.jpg,What is the dominant texture of the upper,canvas
3ccd6438.jpg,What is the main color of the shoe,green
3ccd6438.jpg,What is the type of shoe shown,sneakers
3ccd6438.jpg,What material are the eyelets,metal
3ccf4e1a.jpg,How many hangers are shown in the image,one
3ccf4e1a.jpg,What is the main color of the hanger's bar,black
3ccf4e1a.jpg,What is the main color of the hanger's hook,silver
3ccf4e1a.jpg,What is the shape of the hanger,curved
3ccf4e1a.jpg,What material appears to be used for the hanger's hook,metal
3cd375a3.jpg,What color is the sole,white
3cd375a3.jpg,What is the main color of the shoe,olive
3cd375a3.jpg,What is the primary material of the shoe,canvas
3cd375a3.jpg,What is the style of the shoe,sneakers
3cd375a3.jpg,What type of laces does the shoe have,fabric
3ce741f5.jpg,What is the finish of the lever,matte
3ce741f5.jpg,What is the main color of the lever,black
3ce741f5.jpg,What is the overall style of the door lever,modern
3ce741f5.jpg,What is the shape of the lever handle,curved
3ce741f5.jpg,What type of metal is visible in the interior mechanism,gold
3cf625c6.jpg,How many bristles are there,many
3cf625c6.jpg,What is the color of the broom bristles,gray
3cf625c6.jpg,What is the main color of the broom handle,red
3cf625c6.jpg,What is the shape of the broom head,rectangular
3cf625c6.jpg,What material appears to be used for the broom handle,metal
3cf6bb7d.jpg,What is the item shown in the image,scarf
3cf6bb7d.jpg,What is the main pattern on the scarf,houndstooth
3cf6bb7d.jpg,What is the primary color of the scarf,gray
3cf6bb7d.jpg,What is the shape of the item shown,rectangular
3cf6bb7d.jpg,What material is the scarf made of,cashmere
3cfaa449.jpg,What is the item shown in the image,bracelet
3cfaa449.jpg,What is the main color of the bracelet,green
3cfaa449.jpg,What is the style of the chain,curb
3cfaa449.jpg,What material is the bracelet made of,steel
3cfaa449.jpg,What type of clasp does the bracelet have,lobster
3d06add0.jpg,How many containers are shown in total,eight
3d06add0.jpg,What is the main color of the container lids,red
3d06add0.jpg,What is the overall transparency of the containers,transparent
3d06add0.jpg,What is the primary material of the containers,plastic
3d06add0.jpg,What is the shape of the containers,round
3d0819aa.jpg,How many compartments are visible,three
3d0819aa.jpg,What is attached to the wallet,keychain
3d0819aa.jpg,What is the main color of the wallet,beige
3d0819aa.jpg,What is the material of the strap,leather
3d0819aa.jpg,What shape is the wallet,rectangular
3d0ac0be.jpg,What animal is depicted on the heart,rabbit
3d0ac0be.jpg,What color is the ribbon,blue
3d0ac0be.jpg,What is the main color of the heart,white
3d0ac0be.jpg,What is the primary material of the object,porcelain
3d0ac0be.jpg,What is the shape of the porcelain item,heart
3d1626ee.jpg,What is depicted on the clock face,skyline
3d1626ee.jpg,What is the main color of the clock's frame,black
3d1626ee.jpg,What is the primary color of the clock face,beige
3d1626ee.jpg,What is the shape of the clock,round
3d1626ee.jpg,What is the style of the numbers on the clock,simple
3d26db5a.jpg,What color are the leaves on the rug,brown
3d26db5a.jpg,What is on top of the round ottoman,books
3d26db5a.jpg,What is the main background color of the rug,beige
3d26db5a.jpg,What is the primary design element on the rug,leaves
3d26db5a.jpg,What type of furniture is partially shown in the image,sofa
3d2b6591.jpg,Are the glasses short or tall,short
3d2b6591.jpg,How many glasses are in the set,six
3d2b6591.jpg,What is the apparent material of the glasses,glass
3d2b6591.jpg,What is the main shape of the glasses,tumblers
3d2b6591.jpg,What is the overall color of the glasses,transparent
3d321528.jpg,How many mats are shown,two
3d321528.jpg,What is the apparent material of the rack,metal
3d321528.jpg,What is the main color of the drying mat,grey
3d321528.jpg,What is the overall state of the rack; folded or unfolded,unfolded
3d321528.jpg,What is the shape of the drying mat,rectangular
3d46c4d8.jpg,How many screws are shown,two
3d46c4d8.jpg,What is the finish of the knob,brushed
3d46c4d8.jpg,What is the main color of the knob,brass
3d46c4d8.jpg,What is the material of the screws,silver
3d46c4d8.jpg,What is the shape of the knob,round
3d47ef4d.jpg,What is the apparent material of the upper,knit
3d47ef4d.jpg,What is the color of the inner lining,pink
3d47ef4d.jpg,What is the color of the sole,white
3d47ef4d.jpg,What is the main color of the shoe upper,grey
3d47ef4d.jpg,What is the style of the shoe,slip
3d4d0cca.jpg,What color is the ottoman,beige
3d4d0cca.jpg,What is the color of the sofa,brown
3d4d0cca.jpg,What is the main color of the rug,blue
3d4d0cca.jpg,What is the predominant design on the rug,geometric
3d4d0cca.jpg,What is the shape of the rug,rectangular
3d4ea7cd.jpg,How many lights are shown in the image,five
3d4ea7cd.jpg,What is the apparent material of the light housing,plastic
3d4ea7cd.jpg,What is the main color of the lights,white
3d4ea7cd.jpg,What is the shape of the lights,round
3d4ea7cd.jpg,What is the style of the lights,recessed
3d5452e9.jpg,How many mounting flanges are visible,two
3d5452e9.jpg,What is the apparent material of the handrail,metal
3d5452e9.jpg,What is the general design of the handrail,simple
3d5452e9.jpg,What is the main color of the handrail,silver
3d5452e9.jpg,What is the overall shape of the handrail,curved
3d55aa21.jpg,How many fitted sheets are visible,one
3d55aa21.jpg,What is the apparent texture of the sheets,striped
3d55aa21.jpg,What is the main color of the sheet set,beige
3d55aa21.jpg,What is the shape of the folded items,rectangular
3d55aa21.jpg,What type of fabric is suggested by the appearance,microfiber
3d5a8ab9.jpg,What color are the laces,white
3d5a8ab9.jpg,What color is the sole,navy
3d5a8ab9.jpg,What is the main color of the shoe,white
3d5a8ab9.jpg,What material are the shoes made of,synthetic
3d5a8ab9.jpg,What type of shoe is shown,sneakers
3d5b81e0.jpg,How many keys are included,two
3d5b81e0.jpg,What is the main color of the door handle set,brass
3d5b81e0.jpg,What is the style of the door handle,modern
3d5b81e0.jpg,What shape is the main door handle,wave
3d5b81e0.jpg,What type of screws are included,brass
3d6188e3.jpg,What is the dominant metal color,white
3d6188e3.jpg,What is the gemstone's apparent color,white
3d6188e3.jpg,What is the shape of the pendant,cushion
3d6188e3.jpg,What is the style of the chain,delicate
3d6188e3.jpg,What is the type of necklace,pendant
3d6ae5ae.jpg,How many visible pull tabs are there,one
3d6ae5ae.jpg,What is the apparent material of the upper,fabric
3d6ae5ae.jpg,What is the main color of the shoe,black
3d6ae5ae.jpg,What is the sole's overall shape,curved
3d6ae5ae.jpg,What type of shoe is shown,slip
3d796780.jpg,What is the main color of the flip-flops,green
3d796780.jpg,What is the material of the sole,rubber
3d796780.jpg,What is the pattern on the thong strap,geometric
3d796780.jpg,What is the shape of the footbed,rectangular
3d796780.jpg,What is the style of the footwear,flip
3d881df4.jpg,What color is the sole of the shoe,white
3d881df4.jpg,What is the main color of the shoe,navy
3d881df4.jpg,What is the primary material of the shoe upper,canvas
3d881df4.jpg,What is the style of the shoe,sneakers
3d881df4.jpg,What type of laces does the shoe have,grey
3d8fadf6.jpg,What is the main color of the shoe,black
3d8fadf6.jpg,What is the shape of the heel,block
3d8fadf6.jpg,What is the shoe's style,pumps
3d8fadf6.jpg,What material is the main body of the shoe,velvet
3d8fadf6.jpg,What type of embellishment is on the toe,pompom
3da9dced.jpg,What color is the armchair,grey
3da9dced.jpg,What color is the throw blanket,orange
3da9dced.jpg,What is the main pattern on the rug,diamond
3da9dced.jpg,What is the primary color of the rug,white
3da9dced.jpg,What is the shape of the floor lamp's shade,round
3db1228a.jpg,What is the main color of the shoe,grey
3db1228a.jpg,What is the shape of the logo on the shoe,triangle
3db1228a.jpg,What is the sole color,grey
3db1228a.jpg,What material appears to be used on the shoe's upper,textile
3db1228a.jpg,What type of laces does the shoe have,grey
3dbbbe49.jpg,Does the chair have armrests,yes
3dbbbe49.jpg,What is the main color of the chair,brown
3dbbbe49.jpg,What is the primary color of the chair's base,black
3dbbbe49.jpg,What is the shape of the chair back,curved
3dbbbe49.jpg,What material appears to be used for the chair's upholstery,leather
3dc787d3.jpg,How many main straps are visible on the top of the carrier,four
3dc787d3.jpg,What is the main color of the cargo carrier,black
3dc787d3.jpg,What is the overall condition of the cargo carrier shown,new
3dc787d3.jpg,What is the shape of the cargo carrier,rectangular
3dc787d3.jpg,What type of material appears to be used for the straps,fabric
3dcfb84a.jpg,What color are the smaller stones,white
3dcfb84a.jpg,What is the dominant color of the main stone,purple
3dcfb84a.jpg,What is the earring type shown,studs
3dcfb84a.jpg,What is the shape of the main gemstone,cushion
3dcfb84a.jpg,What metal appears to be used in the setting,silver
3de1a8cc.jpg,How many key hooks are visible,four
3de1a8cc.jpg,Is the shelf mounted on the wall,yes
3de1a8cc.jpg,What is the finish of the shelf,matte
3de1a8cc.jpg,What is the main color of the shelf,walnut
3de1a8cc.jpg,What is the shape of the shelf's main body,rectangular
3de700ac.jpg,How many hands does the clock have,three
3de700ac.jpg,What color are the numbers on the clock face,white
3de700ac.jpg,What is the dominant color of the clock face design,purple
3de700ac.jpg,What is the main color of the frame,black
3de700ac.jpg,What is the shape of the clock,round
3df3899f.jpg,How many rollers are visible on the top of the laminator,two
3df3899f.jpg,What is the main color of the laminator,white
3df3899f.jpg,What is the primary material of the laminator's casing,plastic
3df3899f.jpg,What shape is the laminator,rectangular
3df3899f.jpg,What warning symbol is present on the laminator,triangle
3dfa0c36.jpg,How many hooks are there,five
3dfa0c36.jpg,What is the main color of the wood,espresso
3dfa0c36.jpg,What is the material of the hooks,metal
3dfa0c36.jpg,What is the mounting style of the rack,wall
3dfa0c36.jpg,What is the shape of the hooks,curved
3dfa9118.jpg,How many chairs are in the set,two
3dfa9118.jpg,What is the main color of the chairs,black
3dfa9118.jpg,What is the shape of the table top,square
3dfa9118.jpg,What is the style of the chairs,rocking
3dfa9118.jpg,What material are the chair cushions,fabric
3dfdd0d0.jpg,What is the color of the pom-pom,blue
3dfdd0d0.jpg,What is the main color of the bag,silver
3dfdd0d0.jpg,What is the primary material of the bag,metallic
3dfdd0d0.jpg,What is the shape of the bag,rectangular
3dfdd0d0.jpg,What type of strap does the bag have,shoulder
3e02f8ff.jpg,How many shoes are shown in the image,one
3e02f8ff.jpg,What is the apparent material of the shoe,leather
3e02f8ff.jpg,What is the main color of the shoe,tan
3e02f8ff.jpg,What is the style of the shoe,formal
3e02f8ff.jpg,What type of shoe is shown,loafer
3e033872.jpg,What color are the gemstones,white
3e033872.jpg,What is the overall shape of each earring,rectangular
3e033872.jpg,What is the primary metal color visible,silver
3e033872.jpg,What is the style of the earrings,deco
3e033872.jpg,What type of earring closure is shown,hooks
3e07d21f.jpg,How many tiers does the wine rack have,seven
3e07d21f.jpg,What is the color of the wine rack,natural
3e07d21f.jpg,What is the main material of the wine rack,wood
3e07d21f.jpg,What is the shape of the wine rack,rectangular
3e07d21f.jpg,What is the wine rack storing,bottles
3e1aec70.jpg,What color is the pattern inside the frame,pink
3e1aec70.jpg,What is the main color of the frame,brown
3e1aec70.jpg,What is the material of the frame,wood
3e1aec70.jpg,What is the shape of the frame,rectangular
3e1aec70.jpg,What pattern is visible inside the frame,plaid
3e1ce313.jpg,How many hands does the clock have,two
3e1ce313.jpg,What color are the numbers,black
3e1ce313.jpg,What color is the frame,black
3e1ce313.jpg,What is the main design on the clock face,wood
3e1ce313.jpg,What is the shape of the clock,round
3e29658d.jpg,How many doors are visible on the buffet,two
3e29658d.jpg,How many drawers are visible on the buffet,one
3e29658d.jpg,What is the main color of the buffet,brown
3e29658d.jpg,What is the shape of the top of the buffet,rectangular
3e29658d.jpg,What is the type of visible storage feature in the center,wine
3e39c3e6.jpg,Does the shredder have a visible pull-out basket,yes
3e39c3e6.jpg,How many slots are visible on top of the shredder,one
3e39c3e6.jpg,What is the main color of the shredder,black
3e39c3e6.jpg,What is the shape of the shredder,rectangular
3e39c3e6.jpg,What material appears to be the body of the shredder,plastic
3e39ce34.jpg,What color are the curtains,white
3e39ce34.jpg,What color is the sofa,brown
3e39ce34.jpg,What is the main color of the rug,ivory
3e39ce34.jpg,What is the material of the throw blanket,plush
3e39ce34.jpg,What is the shape of the rug,rectangular
3e4b62fe.jpg,How many prongs does the hook have,two
3e4b62fe.jpg,What is the main color of the hook,chrome
3e4b62fe.jpg,What is the material of the hook,metal
3e4b62fe.jpg,What is the shape of the backplate,oval
3e4b62fe.jpg,What type of fasteners are included,screws
3e69f51b.jpg,What color is the sole,off
3e69f51b.jpg,What is the main color of the shoe,tan
3e69f51b.jpg,What is the style of the shoe,sneakers
3e69f51b.jpg,What material appears to be used for the shoe,leather
3e69f51b.jpg,What type of closure does the shoe have,laces
3e7451da.jpg,How many rings does the binder have,three
3e7451da.jpg,What is the main color of the binder,red
3e7451da.jpg,What is the shape of the binder,round
3e7451da.jpg,What is the size of the binder in inches,one
3e7451da.jpg,What is the type of binder shown,ring
3e76515f.jpg,How many drawers are there,four
3e76515f.jpg,What color is the frame,white
3e76515f.jpg,What is the main color of the drawers,yellow
3e76515f.jpg,What is the material of the drawers,plastic
3e76515f.jpg,What is the shape of the unit,rectangular
3e787a2f.jpg,How many USB ports are visible,two
