path,question,answer
1a/1a8d2fef.jpg,Are there ties on the cushion,yes
1a/1a8fe862.jpg,What is the main color of the shredder,black
1a/1a8fe862.jpg,What is the shape of the shredder's bin,rectangular
1a/1a8fe862.jpg,What is the type of cut shown on the shredder,cross
1a/1a8fe862.jpg,How many sheets can it shred at once,twelve
1a/1a8fe862.jpg,What material appears to be the shredder's body,plastic
1a/1a983a66.jpg,What is the main color of the box's body,brown
1a/1a983a66.jpg,What is the color of the lid,beige
1a/1a983a66.jpg,What is the shape of the box,square
1a/1a983a66.jpg,What material appears to be used for the box,fabric
1a/1a983a66.jpg,How many handles are visible,one
1a/1a9a1e35.jpg,What is the main color of the microscope's body,white
1a/1a9a1e35.jpg,What color are the eyepieces,black
1a/1a9a1e35.jpg,How many eyepieces does the microscope have,two
1a/1a9a1e35.jpg,What is the primary material of the microscope's base,plastic
1a/1a9a1e35.jpg,What is the shape of the microscope's base,rectangular
1a/1aa984aa.jpg,What is the dominant metal color of the ring,white
1a/1aa984aa.jpg,What is the shape of the main diamond,round
1a/1aa984aa.jpg,How many diamonds are there in total (approximately),many
1a/1aa984aa.jpg,What is the setting style of the smaller diamonds,paved
1a/1aa984aa.jpg,What type of ring is shown,solitaire
1a/1aaa8285.jpg,What is the main shape of the shelf,rectangular
1a/1aaa8285.jpg,What is the primary material of the shelf,plastic
1a/1aaa8285.jpg,How many suction cups are visible,two
1a/1aaa8285.jpg,What is the pattern on the shelf's base,grid
1a/1aaa8285.jpg,What color is the shelf,brown
1a/1ac00d1e.jpg,What is the main color of the sheet,white
1a/1ac00d1e.jpg,What is the type of sheet shown,fitted
1a/1ac00d1e.jpg,What is the apparent texture of the sheet,smooth
1a/1ac00d1e.jpg,Does the sheet appear to have a pattern,no
1a/1ac00d1e.jpg,What is the shape of the sheet,rectangular
1a/1ac70dad.jpg,What is the main shape of the knob,round
1a/1ac70dad.jpg,What is the finish of the knob,brushed
1a/1ac70dad.jpg,What is the primary color of the knob,brass
1a/1ac70dad.jpg,How many screws are shown,three
1a/1ac70dad.jpg,What is the material of the screws,silver
1a/1acaf1f1.jpg,What is the main color of the doorknob,black
1a/1acaf1f1.jpg,What metal is visible on the interior of the doorknob,brass
1a/1acaf1f1.jpg,How many knobs are shown in total,two
1a/1acaf1f1.jpg,What shape is the deadbolt cover,round
1a/1acaf1f1.jpg,What type of keyhole is shown,standard
1a/1acb9ee8.jpg,What is the main shape of the handle,lever
1a/1acb9ee8.jpg,What is the primary color of the door handle,bronze
1a/1acb9ee8.jpg,What type of keyhole is visible,privacy
1a/1acb9ee8.jpg,What metal is seemingly used in the construction,iron
1a/1acb9ee8.jpg,How many levers are present in the image,two
1a/1ad23da5.jpg,What is the style of the shoe,loafers
1a/1ad23da5.jpg,What is the main color of the shoe,brown
1a/1ad23da5.jpg,What material appears to be the upper,leather
1a/1ad23da5.jpg,What is the sole color,black
1a/1ad23da5.jpg,How many shoes are shown,one
1a/1adf9f22.jpg,What is the main color of the album cover,brown
1a/1adf9f22.jpg,What is the shape of the album,rectangular
1a/1adf9f22.jpg,What is depicted on the album cover,tree
1a/1adf9f22.jpg,What material appears to be used for the album cover,wood
1a/1adf9f22.jpg,What words are inscribed on the album,memories
1a/1ae94fce.jpg,What is the main color on the phone case,orange
1a/1ae94fce.jpg,What is the style of the design,graffiti
1a/1ae94fce.jpg,What is the shape of the phone case,rectangular
1a/1ae94fce.jpg,What is the apparent texture of the case,hard
1a/1ae94fce.jpg,How many main colors are prominently displayed,three
1a/1aeb4b9a.jpg,What is the main color of the chair,beige
1a/1aeb4b9a.jpg,What is the primary material of the chair's frame,metal
1a/1aeb4b9a.jpg,Is the chair foldable,yes
1a/1aeb4b9a.jpg,How many armrests does the chair have,two
1a/1aeb4b9a.jpg,What is the chair's reclining style,zero
1a/1aeb861e.jpg,What is the main color of the diaper bag,black
1a/1aeb861e.jpg,What material appears to be used for the top handle,leather
1a/1aeb861e.jpg,What is the overall shape of the bag,rectangular
1a/1aeb861e.jpg,How many main zipper compartments are visible on the front,one
1a/1aeb861e.jpg,What is the style of the bag,backpack
1a/1af1bea3.jpg,What is the main color shown,charcoal
1a/1af1bea3.jpg,What is the apparent texture of the swatch,leather
1a/1af1bea3.jpg,What is the overall shape of the swatch,square
1a/1af1bea3.jpg,Is the swatch glossy or matte,matte
1a/1af1bea3.jpg,How many colors are predominantly visible,one
1a/1af64c20.jpg,What is the main color of the curtains,pink
1a/1af64c20.jpg,How many curtain panels are shown,two
1a/1af64c20.jpg,What type of pleat is used,pencil
1a/1af64c20.jpg,What material is the curtain rod seemingly made of,metal
1a/1af64c20.jpg,What is the heading style of the curtains,eyelet
1b/1b093445.jpg,What is the main color of the step platform's top surface,black
1b/1b093445.jpg,What is the main color of the step platform's sides,red
1b/1b093445.jpg,How many risers are visible under the platform,four
1b/1b093445.jpg,What is the overall shape of the platform,rectangular
1b/1b093445.jpg,What appears to be the material of the platform's top surface,plastic
1b/1b11bede.jpg,What is the main color of the shoe,red
1b/1b11bede.jpg,What is the pattern on the shoe,floral
1b/1b11bede.jpg,What type of shoe is it,sneakers
1b/1b11bede.jpg,What is the shoe's height,low
1b/1b11bede.jpg,What style are the shoes,slip
1b/1b11e046.jpg,What is the shape of the planters,square
1b/1b11e046.jpg,What color are the pots,white
1b/1b11e046.jpg,What is the color of the stands,brass
1b/1b11e046.jpg,How many planters are shown,two
1b/1b11e046.jpg,What material are the stands made of,metal
1b/1b1542e1.jpg,What is the main color of the blanket,grey
1b/1b1542e1.jpg,What is the texture of the blanket,fuzzy
1b/1b1542e1.jpg,What type of furniture is the blanket draped over,chair
1b/1b1542e1.jpg,What is the shape of the blanket,rectangular
1b/1b1542e1.jpg,What is the general style of the blanket,plush
1b/1b19fc4f.jpg,What is the main color of the folder,blue
1b/1b19fc4f.jpg,How many dividers are visible,one
1b/1b19fc4f.jpg,What is the apparent material of the divider,cardboard
1b/1b19fc4f.jpg,What shape is the folder,rectangular
1b/1b19fc4f.jpg,Is there a handle,yes
1b/1b1ab3d2.jpg,What is the main color of the ball,black
1b/1b1ab3d2.jpg,What is the shape of the ball,round
1b/1b1ab3d2.jpg,What is the texture of the ball's surface,textured
1b/1b1ab3d2.jpg,What is the weight of the ball shown,6lb
1b/1b1ab3d2.jpg,What is depicted in the center of the ball,circle
1b/1b1b1640.jpg,What is the main color of the cushion,navy
1b/1b1b1640.jpg,How many sections make up the cushion,four
1b/1b1b1640.jpg,What is the shape of each cushion section,rectangular
1b/1b1b1640.jpg,What is the apparent texture of the cushion fabric,smooth
1b/1b1b1640.jpg,Is the cushion folded,no
1b/1b1ca191.jpg,What is the shape of the ring,round
1b/1b1ca191.jpg,How many stones are on the ring,five
1b/1b1ca191.jpg,What is the main color of the ring,silver
1b/1b1ca191.jpg,What is the setting style of the stones,prong
1b/1b1ca191.jpg,What is the type of ring shown,band
1b/1b26af2f.jpg,What is the shape of the pendant,wing
1b/1b26af2f.jpg,What is the main color of the necklace,silver
1b/1b26af2f.jpg,What is the pendant made of,silver
1b/1b26af2f.jpg,What type of necklace is shown,pendant
1b/1b26af2f.jpg,How many wings are depicted in the pendant,one
1b/1b29d6ca.jpg,What is the main color of the sandal,silver
1b/1b29d6ca.jpg,How many straps does the sandal have,two
1b/1b29d6ca.jpg,What is the material of the sandal straps,leather
1b/1b29d6ca.jpg,What type of sole does the sandal have,flat
1b/1b29d6ca.jpg,What is the style of the sandal,sandal
1b/1b2cb2e2.jpg,What is the main color of the shopping trolley,brown
1b/1b2cb2e2.jpg,What is the pattern on the trolley's fabric,flowers
1b/1b2cb2e2.jpg,What material are the handles made of,aluminium
1b/1b2cb2e2.jpg,How many wheels does the trolley have,six
1b/1b2cb2e2.jpg,What is the shape of the main compartment,rectangular
1b/1b2e79c0.jpg,What is the main color of the shoe,pink
1b/1b2e79c0.jpg,What is the type of shoe shown,flats
1b/1b2e79c0.jpg,What is the shape of the toe,pointed
1b/1b2e79c0.jpg,What material are the shoes made of,satin
1b/1b2e79c0.jpg,What kind of strap does the shoe have,ankle
1b/1b32d2bd.jpg,What is the main color of the shoe,brown
1b/1b32d2bd.jpg,What type of closure does the shoe have,laces
1b/1b32d2bd.jpg,What is the predominant material of the upper,leather
1b/1b32d2bd.jpg,What color is the sole trim,white
1b/1b32d2bd.jpg,What is the shoe style,oxfords
1b/1b3b2837.jpg,What is the main pattern on the bedding,aztec
1b/1b3b2837.jpg,What is the primary color of the bedding,black
1b/1b3b2837.jpg,How many pillowcases are shown,two
1b/1b3b2837.jpg,What is the number of sheet sets included,one
1b/1b3b2837.jpg,What is the overall shape of the items shown,rectangular
1b/1b3dd6a4.jpg,What is the main color of the burp cloths' borders,navy
1b/1b3dd6a4.jpg,What pattern is on one of the burp cloths,stripes
1b/1b3dd6a4.jpg,What is the color of one of the plain burp cloths,grey
1b/1b3dd6a4.jpg,What shape is repeated on one of the burp cloths,stars
1b/1b3dd6a4.jpg,How many burp cloths are in the set,five
1b/1b414a1e.jpg,What is the main shape of the grab bar,curved
1b/1b414a1e.jpg,What is the apparent finish of the grab bar,brushed
1b/1b414a1e.jpg,How many mounting flanges are visible,two
1b/1b414a1e.jpg,What is the overall color of the grab bar,silver
1b/1b414a1e.jpg,What is the material of the grab bar,metal
1b/1b42cc32.jpg,What is the main color of the suitcase,grey
1b/1b42cc32.jpg,How many wheels does the suitcase have,four
1b/1b42cc32.jpg,What is the material of the suitcase's handle,metal
1b/1b42cc32.jpg,What is the shape of the suitcase,rectangular
1b/1b42cc32.jpg,What type of luggage is shown,spinner
1b/1b44886b.jpg,What is the main color of the planters,white
1b/1b44886b.jpg,What is the shape of the planters,round
1b/1b44886b.jpg,How many planters are shown in the image,two
1b/1b44886b.jpg,What metal color is the accent band,copper
1b/1b44886b.jpg,What is the apparent material of the planters,ceramic
1b/1b52bfda.jpg,What is the main color of the stand,silver
1b/1b52bfda.jpg,What is the overall shape of the stand,triangular
1b/1b52bfda.jpg,How many sections does the stand appear to have,three
1b/1b52bfda.jpg,What is the apparent material of the stand,metal
1b/1b52bfda.jpg,Is the stand folded or unfolded,unfolded
1b/1b5f7fc3.jpg,What is the main color shown,emerald
1b/1b5f7fc3.jpg,What is the apparent texture of the swatch,smooth
1b/1b5f7fc3.jpg,Does the swatch appear glossy or matte,matte
1b/1b5f7fc3.jpg,What is the overall shape of the swatch,rectangular
1b/1b5f7fc3.jpg,How many colors are predominantly visible,one
1b/1b65aca2.jpg,What is the shape of the desk pad,rectangular
1b/1b65aca2.jpg,What is the main color of the desk pad,black
1b/1b65aca2.jpg,Does the desk pad appear to have a pattern,no
1b/1b65aca2.jpg,What is the overall texture of the desk pad,smooth
1b/1b65aca2.jpg,How many sides does the desk pad have,four
1b/1b6b83e6.jpg,What is the main color of the UPS,black
1b/1b6b83e6.jpg,How many outlets are visible on the UPS,six
1b/1b6b83e6.jpg,What is the shape of the UPS,rectangular
1b/1b6b83e6.jpg,What type of cord is shown connected to the UPS,power
1b/1b6b83e6.jpg,What is printed on the top of the UPS,400va
1b/1b742499.jpg,How many boxes are shown,three
1b/1b742499.jpg,What is the shape of the boxes,cubes
1b/1b742499.jpg,What is the main color of the box on the left,blue
1b/1b742499.jpg,What is the main color of the box on the right,brown
1b/1b742499.jpg,What is the apparent material of the boxes,fabric
1b/1b75abd7.jpg,What is the shape of the amethyst stones,round
1b/1b75abd7.jpg,What is the primary color of the gemstones,purple
1b/1b75abd7.jpg,What type of earring closure is shown,leverback
1b/1b75abd7.jpg,What is the metal of the earring setting,silver
1b/1b75abd7.jpg,How many earrings are in the image,two
1b/1b75b068.jpg,What is the main color of the sleeve,green
1b/1b75b068.jpg,What is the primary material of the sleeve,fabric
1b/1b75b068.jpg,How many zippers are visible on the sleeve,two
1b/1b75b068.jpg,What type of closure does the sleeve have,zipper
1b/1b75b068.jpg,Does the sleeve have a handle,yes
1b/1b790d69.jpg,What is the main color of the ottoman,grey
1b/1b790d69.jpg,What is the shape of the ottoman,rectangular
1b/1b790d69.jpg,What material are the legs made of,wood
1b/1b790d69.jpg,How many legs does the ottoman have,four
1b/1b790d69.jpg,What is the primary texture of the ottoman's top,fabric
1b/1b7b7eee.jpg,What is the setting style of the central stone,prong
1b/1b7b7eee.jpg,What is the shape of the three stones,round
1b/1b7b7eee.jpg,What is the main color of the ring's metal,rose
1b/1b7b7eee.jpg,How many stones are on the ring,three
1b/1b7b7eee.jpg,What is the overall style of the ring,classic
1b/1b8d2c28.jpg,What is the main color of the boots,black
1b/1b8d2c28.jpg,What type of heel do the boots have,block
1b/1b8d2c28.jpg,What is the approximate height of the boot shaft,ankle
1b/1b8d2c28.jpg,What is the apparent material of the boots,leather
1b/1b8d2c28.jpg,What is the toe shape of the boots,pointed
1b/1b956e0f.jpg,What is the shape of the clock,round
1b/1b956e0f.jpg,What color is the frame,black
1b/1b956e0f.jpg,What numerals are used on the clock face,roman
1b/1b956e0f.jpg,What is the main color of the clock face,beige
1b/1b956e0f.jpg,How many hands does the clock have,three
1b/1b9bb5ba.jpg,What is the main color of the chairs' fabric,grey
1b/1b9bb5ba.jpg,What is the material of the chair legs,wood
1b/1b9bb5ba.jpg,How many chairs are shown in the image,two
1b/1b9bb5ba.jpg,What is the shape of the chair back,curved
1b/1b9bb5ba.jpg,What is the style of the chair legs,tapered
1b/1b9f09d8.jpg,What is the main color of the shoes,black
1b/1b9f09d8.jpg,What type of closure do the shoes have,laces
1b/1b9f09d8.jpg,What is the style of the shoes,formal
1b/1b9f09d8.jpg,What is the pattern on the shoes,perforated
1b/1b9f09d8.jpg,What is the material of the shoes,leather
1b/1ba0873c.jpg,What is the main color of the shoe's upper,black
1b/1ba0873c.jpg,What color is the sole of the shoe,white
1b/1ba0873c.jpg,What is the style of the shoe,slip
1b/1ba0873c.jpg,What material appears to be used for the upper,knit
1b/1ba0873c.jpg,What is the overall shape of the shoe,rounded
1b/1ba1f237.jpg,What is the main color of the towel bar,bronze
1b/1ba1f237.jpg,How many mounting plates are shown,two
1b/1ba1f237.jpg,What is the shape of the ends of the towel bar,curved
1b/1ba1f237.jpg,What type of fasteners are included,screws
1b/1ba1f237.jpg,What is the overall shape of the towel bar,rectangular
1b/1ba2f676.jpg,What is the color of the trash bag,black
1b/1ba2f676.jpg,What is the shape of the trash bag,round
1b/1ba2f676.jpg,What is the material of the trash bag,plastic
1b/1ba2f676.jpg,How many bags are shown in the image,one
1b/1ba2f676.jpg,What is the primary function of this item,waste
1b/1ba31232.jpg,What is the main color of the boot,cognac
1b/1ba31232.jpg,What type of footwear is shown,boots
1b/1ba31232.jpg,What is the style of the laces,laces
1b/1ba31232.jpg,What material appears to be used for the boot's upper,leather
1b/1ba31232.jpg,What is the overall design of the toe,rounded
1b/1ba7ef51.jpg,What is the shape of the foam roller,cylindrical
1b/1ba7ef51.jpg,What is the main color of the foam roller,purple
1b/1ba7ef51.jpg,What appears to be the texture of the foam roller,speckled
1b/1ba7ef51.jpg,How many foam rollers are shown in the image,one
1b/1ba7ef51.jpg,What is the apparent material of the foam roller,foam
1b/1ba883c5.jpg,What is the main color of the pearls,white
1b/1ba883c5.jpg,What is the shape of the pearls,round
1b/1ba883c5.jpg,What is the type of necklace clasp visible,hidden
1b/1ba883c5.jpg,What is the earring style,drop
1b/1ba883c5.jpg,How many pearl strands are in the necklace,one
1b/1baa1d34.jpg,What is the main color of the cable,black
1b/1baa1d34.jpg,What type of connector is on the left,micro
1b/1baa1d34.jpg,What type of connector is on the right,hdmi
1b/1baa1d34.jpg,What is the material of the cable housing,plastic
1b/1baa1d34.jpg,How many connectors are there in total,two
1b/1bb6c645.jpg,What is the main color of the pan,red
1b/1bb6c645.jpg,What is the color of the lid knob,black
1b/1bb6c645.jpg,What is the material of the lid,glass
1b/1bb6c645.jpg,How many handles does the pan have,two
1b/1bb6c645.jpg,What is the shape of the pan,round
1b/1bb8f620.jpg,What color is the phone,black
1b/1bb8f620.jpg,What is the shape of the screen protector,rectangular
1b/1bb8f620.jpg,What color is the anti-blue light screen protector,purple
1b/1bb8f620.jpg,How many screen protectors are shown,two
1b/1bb8f620.jpg,What is the type of the screen protector,glass
1b/1bbb1f7b.jpg,What is the shape of the lightbulb,round
1b/1bbb1f7b.jpg,What is the main color of the packaging,white
1b/1bbb1f7b.jpg,What is the wattage of the bulb,9w
1b/1bbb1f7b.jpg,What type of base does the bulb have,b22
1b/1bbb1f7b.jpg,What is the brand name shown on the bulb,solmo
1b/1bc32c81.jpg,What is the main color of the washcloths,ivory
1b/1bc32c81.jpg,How many washcloths are shown,two
1b/1bc32c81.jpg,What is the texture of the washcloths,soft
1b/1bc32c81.jpg,What is the shape of the washcloths,square
1b/1bc32c81.jpg,What is the apparent material of the washcloths,cotton
1b/1bcdc64c.jpg,What is the main pattern on the blanket,chevron
1b/1bcdc64c.jpg,What is the color of the blanket,camel
1b/1bcdc64c.jpg,What is the texture of the blanket,knitted
1b/1bcdc64c.jpg,What is present at the edges of the blanket,fringes
1b/1bcdc64c.jpg,What is the overall shape of the folded blanket,rectangular
1b/1bd29127.jpg,What is the main design on the case,wood
1b/1bd29127.jpg,What appears to be on the wood,snow
1b/1bd29127.jpg,What color is the predominant wood,brown
1b/1bd29127.jpg,What shape is the phone case,rectangular
1b/1bd29127.jpg,What is the phone case made of,plastic
1b/1bdb2e8f.jpg,What is the main color of the sheet,white
1b/1bdb2e8f.jpg,What type of sheet is shown,fitted
1b/1bdb2e8f.jpg,What is the overall shape of the sheet,rectangular
1b/1bdb2e8f.jpg,Is the sheet patterned or plain,plain
1b/1bdb2e8f.jpg,What is the apparent texture of the sheet,smooth
1b/1bdd1571.jpg,What is the main color of the fan body,black
1b/1bdd1571.jpg,What is the color of the base,white
1b/1bdd1571.jpg,What is the overall shape of the fan,tower
1b/1bdd1571.jpg,Is the fan oscillating,yes
1b/1bdd1571.jpg,How many speeds does the fan have,three
1b/1be23d64.jpg,What is the main color of the dresser,white
1b/1be23d64.jpg,How many drawers does the dresser have,six
1b/1be23d64.jpg,What is the shape of the drawer pulls,rectangular
1b/1be23d64.jpg,What is the style of the dresser's legs,block
1b/1be23d64.jpg,What is the overall design of the dresser,simple
1b/1beb093a.jpg,What is the shape of the cubic zirconia,round
1b/1beb093a.jpg,What is the main color of the metal,gold
1b/1beb093a.jpg,How many earrings are shown,two
1b/1beb093a.jpg,What is the setting style of the cubic zirconia,bezel
1b/1beb093a.jpg,What is the type of earring,stud
1b/1bf4c6ee.jpg,What is the main color of the power bank,black
1b/1bf4c6ee.jpg,What is the shape of the power bank,rectangular
1b/1bf4c6ee.jpg,What type of cable is attached,microusb
1b/1bf4c6ee.jpg,Is the power bank wireless,no
1b/1bf4c6ee.jpg,How many ports are visible on the power bank,one
1b/1bfc5214.jpg,What is the main color of the dumbbells,blue
1b/1bfc5214.jpg,What is the shape of the dumbbell ends,hexagonal
1b/1bfc5214.jpg,What material are the dumbbells covered in,neoprene
1b/1bfc5214.jpg,How many dumbbells are in the set,two
1b/1bfc5214.jpg,What is the weight of each dumbbell in pounds,four
1b/1bfc67fc.jpg,What is the main color of the backpack,blue
1b/1bfc67fc.jpg,How many main zippered compartments are visible,three
1b/1bfc67fc.jpg,What color are the side pockets,grey
1b/1bfc67fc.jpg,What material appears to be used for the backpack,nylon
1b/1bfc67fc.jpg,What is the shape of the backpack,rectangular
1c/1c000cc6.jpg,What is the shape of the earring drops,teardrop
1c/1c000cc6.jpg,How many drops are on each earring,three
1c/1c000cc6.jpg,What is the primary metal used,silver
1c/1c000cc6.jpg,What is the style of the earring,dangle
1c/1c000cc6.jpg,How many earrings are shown,two
1c/1c07bf6c.jpg,What is the main color of the shoe,olive
1c/1c07bf6c.jpg,What type of shoe is shown,sneakers
1c/1c07bf6c.jpg,What is the color of the laces,blue
1c/1c07bf6c.jpg,What is the color of the sole,white
1c/1c07bf6c.jpg,What material are the shoes primarily made of,canvas
1c/1c092726.jpg,What is the shape of the earring,knot
1c/1c092726.jpg,What is the main metal used,silver
1c/1c092726.jpg,How many earrings are shown,two
1c/1c092726.jpg,What is the style of the earring,studs
1c/1c092726.jpg,What is the design of the knot,twisted
1c/1c1243ac.jpg,How many boxes are shown in total,six
1c/1c1243ac.jpg,What is the shape of each box,cube
1c/1c1243ac.jpg,What is the main feature on the top of each box,lid
1c/1c1243ac.jpg,What color is one of the boxes,blue
1c/1c1243ac.jpg,What material are the boxes made of,fabric
1c/1c1fcd51.jpg,What color is the teddy bear's main fur,brown
1c/1c1fcd51.jpg,What color is the heart the teddy bear is holding,pink
1c/1c1fcd51.jpg,What is written on the heart,love
1c/1c1fcd51.jpg,What is the shape of the phone case,rectangular
1c/1c1fcd51.jpg,What kind of material appears to be the case,silicone
1c/1c2fed6f.jpg,What is the main color of the blades,black
1c/1c2fed6f.jpg,How many blades are shown,two
1c/1c2fed6f.jpg,What word is printed on each blade,cutting
1c/1c2fed6f.jpg,What color is the visible part at the bottom of each blade,white
1c/1c2fed6f.jpg,What is the apparent shape of each blade,curved
1c/1c341aac.jpg,What is the main color of the shoe,denim
1c/1c341aac.jpg,What is the material of the sole,rubber
1c/1c341aac.jpg,What color are the laces,brown
1c/1c341aac.jpg,What is the style of the shoe,sneakers
1c/1c341aac.jpg,What is the type of closure,laces
1c/1c3b9aa9.jpg,What is the main color of the hooks,black
1c/1c3b9aa9.jpg,How many hooks are shown in the image,two
1c/1c3b9aa9.jpg,What is the apparent shape of the base of each hook,round
1c/1c3b9aa9.jpg,What is the overall style of the hooks,minimalist
1c/1c3b9aa9.jpg,What appears to be the finish of the hooks,matte
1c/1c43d27c.jpg,What is the shape of the diamonds,round
1c/1c43d27c.jpg,What is the setting of the diamonds,prong
1c/1c43d27c.jpg,What is the main color of the earrings,yellow
1c/1c43d27c.jpg,What type of metal are the earrings made of,gold
1c/1c43d27c.jpg,How many earrings are shown in the image,two
1c/1c4e25fc.jpg,What is the main color of the headphones,black
1c/1c4e25fc.jpg,What is the shape of the earbud tips,oval
1c/1c4e25fc.jpg,What is the material of the earbud tips appear to be,rubber
1c/1c4e25fc.jpg,What is the type of cable shown,flat
1c/1c4e25fc.jpg,How many earbuds are shown in the image,two
1c/1c51f7b5.jpg,What is the main color of the sleeve,black
1c/1c51f7b5.jpg,What is the primary closure type,zipper
1c/1c51f7b5.jpg,What is the apparent texture of the sleeve,smooth
1c/1c51f7b5.jpg,What is the shape of the sleeve,rectangular
1c/1c51f7b5.jpg,What is the overall style of the sleeve,simple
1c/1c5f0297.jpg,What is the shape of the zirconia,round
1c/1c5f0297.jpg,What is the main color of the earrings,pink
1c/1c5f0297.jpg,What is the type of earring shown,stud
1c/1c5f0297.jpg,What type of metal is used in the setting,silver
1c/1c5f0297.jpg,How many earrings are shown in the image,two
1c/1c77017e.jpg,What is the main color of the shoe,tan
1c/1c77017e.jpg,What type of laces does the shoe have,round
1c/1c77017e.jpg,What is the color of the sole,white
1c/1c77017e.jpg,What is the material of the upper,leather
1c/1c77017e.jpg,What is the style of the shoe,sneakers
1c/1c79535e.jpg,What is the shape of the central stone,round
1c/1c79535e.jpg,What is the main color of the metal,yellow
1c/1c79535e.jpg,What is the type of chain shown,delicate
1c/1c79535e.jpg,What is the setting style of the central stone,prong
1c/1c79535e.jpg,What is the apparent clarity of the central stone,clear
1c/1c7a25c5.jpg,What is the main color of the pedestal,oak
1c/1c7a25c5.jpg,How many drawers are visible,three
1c/1c7a25c5.jpg,What is the material of the pedestal,wood
1c/1c7a25c5.jpg,What shape is the top of the pedestal,rectangular
1c/1c7a25c5.jpg,Is the pedestal assembled,yes
1c/1c840983.jpg,What is the main color of the grid panel,black
1c/1c840983.jpg,How many hooks are at the bottom,three
1c/1c840983.jpg,What is the shape of the largest basket,rectangular
1c/1c840983.jpg,What material appears to be used for the construction,metal
1c/1c840983.jpg,How many shelves are included in the design,two
1c/1c84195e.jpg,What is the main color of the cushion,beige
1c/1c84195e.jpg,How many cushion pieces are shown,two
1c/1c84195e.jpg,What is the shape of the cushion,rectangular
1c/1c84195e.jpg,Does the cushion appear to be zippered,yes
1c/1c84195e.jpg,What is the apparent texture of the cushion fabric,smooth
1c/1c9066b5.jpg,What is the main color of the shoe,blue
1c/1c9066b5.jpg,What is the color of the laces,brown
1c/1c9066b5.jpg,What is the color of the sole,white
1c/1c9066b5.jpg,What is the type of shoe shown,sneakers
1c/1c9066b5.jpg,What material appears to be used for the upper,denim
1c/1c928619.jpg,What is the main color of the packaging,orange
1c/1c928619.jpg,What is the shape of the cookies shown,square
1c/1c928619.jpg,What is the edition of this product,limited
1c/1c928619.jpg,What is the flavor of the bites,pumpkin
1c/1c928619.jpg,What is the product type,bites
1c/1c92dd25.jpg,What is the main color of the adapter,black
1c/1c92dd25.jpg,What type of connector is on the left side,usb
1c/1c92dd25.jpg,What type of connector is on the right side,ethernet
1c/1c92dd25.jpg,What is the shape of the adapter body,rectangular
1c/1c92dd25.jpg,What is the material of the cable,plastic
1c/1c950c87.jpg,What color are the cords,white
1c/1c950c87.jpg,What shape are the bulbs,round
1c/1c950c87.jpg,What is the main color of the bulbs,amber
1c/1c950c87.jpg,How many bulbs are shown,three
1c/1c950c87.jpg,What material appears to be the bulb casing,glass
1c/1c9f7913.jpg,What is the main color of the handbag,tan
1c/1c9f7913.jpg,What is the shape of the main handbag's quilting,chevron
1c/1c9f7913.jpg,How many handbags are in the set,two
1c/1c9f7913.jpg,What is the style of the main handbag,tote
1c/1c9f7913.jpg,What type of closure does the small pouch appear to have,zipper
1c/1ca020d0.jpg,What is the main color of the sandal,black
1c/1ca020d0.jpg,What type of footwear is shown,sandal
1c/1ca020d0.jpg,How many straps are across the top of the foot,two
1c/1ca020d0.jpg,What is the style of the heel,flat
1c/1ca020d0.jpg,What appears to be the material of the sandal,leather
1c/1ca54ab6.jpg,What is the main color of the shoe,black
1c/1ca54ab6.jpg,What color is the inner lining visible near the heel,red
1c/1ca54ab6.jpg,What is the color of the sole,white
1c/1ca54ab6.jpg,What type of laces does the shoe have,black
1c/1ca54ab6.jpg,What is the primary material of the upper shoe,mesh
1c/1cae6713.jpg,What is the main color of the sandal,navy
1c/1cae6713.jpg,What type of footwear is shown,sandal
1c/1cae6713.jpg,What is the style of the sandal,slide
1c/1cae6713.jpg,How many straps does the sandal have,one
1c/1cae6713.jpg,What appears to be the material of the sandal,plastic
1c/1cb43ada.jpg,What is the main color of the suitcase,black
1c/1cb43ada.jpg,How many wheels does the suitcase have,four
1c/1cb43ada.jpg,What is the type of handle shown,telescopic
1c/1cb43ada.jpg,What is the material of the suitcase,fabric
1c/1cb43ada.jpg,What is the overall shape of the suitcase,rectangular
1c/1cb6b982.jpg,What is the main color of the hub,silver
1c/1cb6b982.jpg,What material is the hub made of,aluminum
1c/1cb6b982.jpg,How many USB ports does the hub have,four
1c/1cb6b982.jpg,What color is the cable,white
1c/1cb6b982.jpg,What type of USB connector is on the cable,type
1c/1cb80490.jpg,What is the main shape of the storage box,rectangular
1c/1cb80490.jpg,What is the predominant pattern on the box,triangles
1c/1cb80490.jpg,What color is the lid of the box,dark
1c/1cb80490.jpg,What material appears to be used for the box,fabric
1c/1cb80490.jpg,How many boxes are shown in the image,one
1c/1cbd3699.jpg,What is the main color of the hook,black
1c/1cbd3699.jpg,How many hooks are shown,one
1c/1cbd3699.jpg,What is the shape of the hook,curved
1c/1cbd3699.jpg,What material are the screws,metal
1c/1cbd3699.jpg,How many screws are included,two
1c/1cc852ef.jpg,What is the primary color of the chair legs,brown
1c/1cc852ef.jpg,What is the shape of the chair back,curved
1c/1cc852ef.jpg,How many chairs are shown in the image,two
1c/1cc852ef.jpg,What is the main material of the chair seat,fabric
1c/1cc852ef.jpg,What is the style of the chair back design,pierced
1c/1cd8cb45.jpg,What is the shape of the main gemstone,rectangular
